"Illinois",2020,169.863705593308,107,3526853,20372,3750,212442,37557,689464,21.702,31769,5.691,192069,33807,2042,1184,151290,1951,1.058,1843,1046769,40782,7166,381252,5714,2160217,3612925,0,8010,8010,9510,17520,142350,7519502,5849130,1670372,58497,1611875,73908,7445594,6610032,12674,16243,24806,331794,575259,301515,681843,478181,105565,528004,323486,575701,95622,502433,197713,861012,136429,434912,426840,835562,82030,47415,706117,147649,558468,863516.7,778258.6,7926.8,NA,NA,1089.8,NA,NA,NA,14320.4,29722.8,102641.5,49310.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53331.1,NA,NA,NA,NA,NA,NA,NA,NA,64737.5,46381.3,30501.9,NA,NA,NA,NA,NA,NA,NA,NA,31211.4,NA,NA,NA,NA,210929.5,97183.7,NA,NA,NA,NA,113745.9,NA,NA,118655.3,73379.9,NA,NA,NA,15610.6,29664.9,NA,NA,74787.7,12813.3,61974.5,NA,NA,NA,NA,26361.8,6206.8,NA,NA,20154.9,NA,NA,18991,85258.1,13504.2,4099.4,67654.5,9016.6,111118.8,44822.3,133852.9,141380.8,636877.8,"North Central",0,0.277777777777778,0,77805,12587530,206487
"Indiana",2020,154.34803507235,49,8555854,12942,2382,144450,25530,450768,22.603,19942,5.691,131509,23148,4647,2375,66949,4419,1.053,4197,0,7979,1402,246985,4767,710151,2564421,0,18762,18762,16823,35585,55161,3843507,3084225,759282,48559,710723,60773,3782734,3345591,NA,NA,14351,217325,519497,127810,374960,212684,34389,162865,154271,188810,38346,221101,80390,448197,63964,248724,218389,437143,41319,19192,376632,118996,257636,372636.7,335665.3,4688.5,NA,NA,827.4,NA,NA,NA,7076.2,15707.5,97306.8,56357.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40949.7,NA,NA,NA,NA,NA,NA,NA,NA,20344.1,21384.9,11609.7,NA,NA,NA,NA,NA,NA,NA,NA,6208.2,NA,NA,NA,NA,62967.6,24103.1,NA,NA,NA,NA,38864.5,NA,NA,32448.4,16823,NA,NA,NA,4706.6,10918.8,NA,NA,35283.1,3801.6,31481.5,NA,NA,NA,NA,11845.9,3129.2,NA,NA,8716.7,NA,NA,7967,36971.3,5689,1331.7,29950.7,5515.9,41729,18685.9,103515,118530.2,217135.1,"North Central",1,0.777777777777778,1,69925,6754953,161516
"Kansas",2020,57.7771544924515,39,2802130,7600,1399,79874,14120,0,0,0,5.691,72273,12721,974,284,212447,188961,1.157,163356,110502,160828,28260,299301,955,759592,1069542,0,4072,4072,2909,6980,210234,1879086,1444520,434566,50008,384558,63989,1815097,1522178,11132,29241,6567,96951,165577,61023,173236,84647,20967,107133,74857,108297,25953,95846,26674,204907,28287,107939,92944,292919,26200,32827,233892,59513,174379,173298.3,151012.3,5005.4,NA,NA,592.4,NA,NA,NA,2947.5,6840.6,27499.5,14838.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12661,NA,NA,NA,NA,NA,NA,NA,NA,10882.7,10737.2,6038.7,NA,NA,NA,NA,NA,NA,NA,NA,7218.4,NA,NA,NA,NA,32642.4,9817.8,NA,NA,NA,NA,22824.6,NA,NA,18587,9562.3,NA,NA,NA,4033.2,4991.5,NA,NA,14186.7,1111.6,13075,NA,NA,NA,NA,4128,690.4,NA,NA,3437.6,NA,NA,3705.7,22286,3244,2964.6,16077.4,5597.8,21619.9,8986.3,34717.9,39938,111074.3,"North Central",0,0.75,1,76495,2913805,NA
"Kentucky",2020,101.885579440226,89,11046095,6840,1259,12110,2187,571089,23.582,24217,5.691,5270,928,2712,43913,47519,81708,1.151,71018,0,12890,2265,90327,894,756015,1595472,0,27590,27590,3108,30698,0,2472056,1931665,540391,67230,473161,82328,2389728,2047435,13423,12197,7045,133788,243780,78407,248519,150367,25733,111650,98015,117044,24915,147509,36913,273645,36988,159677,127820,342293,35506,46972,259815,94818,164997,210024.2,181369.2,2934.5,NA,NA,1144.5,NA,NA,NA,4022.1,9585.1,37461.3,21643.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15817.8,NA,NA,NA,NA,NA,NA,NA,NA,15390,12880.1,9026.1,NA,NA,NA,NA,NA,NA,NA,NA,4784,NA,NA,NA,NA,35387.7,12554.2,NA,NA,NA,NA,22833.5,NA,NA,17978.4,8780.3,NA,NA,NA,2794.9,6403.1,NA,NA,20010,1440.1,18569.9,NA,NA,NA,NA,6403.4,1050.5,NA,NA,5352.9,NA,NA,4362.1,28655,4915.2,4366.1,19373.6,4079,28270.1,13048.2,42245.3,51125.4,130243.8,"South",0,0.833333333333333,1,59405,4477251,NA
"Louisiana",2020,183.298456253483,35,5171076,0,0,0,0,9438,13.949,677,5.691,0,0,1842,10560,15097,3311767,1.033,3206163,176988,208905,36708,131183,2695,3838280,4200360,7216,102758,95542,13328,116086,0,2593066,1917840,675226,23512,651714,31588,2561478,2210209,18195,46097,9143,185957,141902,72283,264439,118011,24833,111610,121537,142618,27092,156594,56860,313451,45889,191123,162575,351269,32734,33005,285530,84376,201154,241990.8,212450.9,1750.7,NA,NA,6658,NA,NA,NA,5599.9,12425.9,47961.3,7659.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40302.2,NA,NA,NA,NA,NA,NA,NA,NA,13123.1,17186.3,8153.8,NA,NA,NA,NA,NA,NA,NA,NA,4814.3,NA,NA,NA,NA,39661.3,11930.3,NA,NA,NA,NA,27731,NA,NA,21459.2,11998.7,NA,NA,NA,2763.6,6696.9,NA,NA,19451.4,2599.7,16851.8,NA,NA,NA,NA,9064.4,1877,NA,NA,7187.5,NA,NA,5141.4,29539.8,4307,2615.7,22617.1,8408.7,30309.4,13753.7,52775.5,68795.9,143655.1,"South",0,0.833333333333333,1,53576,4645318,586
"Massachusetts",2020,52.2806053911977,54,21021782,96,18,96,18,0,0,0,0,0,0,859,7402,43346,0,0,0,0,0,0,73946,32995,73946,1278411,0,13952,13952,16553,30504,2090,4600345,3514209,1086136,6191,1079945,10237,4590108,4136619,9852,2337,13841,251936,243351,129917,397964,179211,102817,303352,217589,496852,74478,229933,245758,675559,99862,242905,219105,453489,47672,18711,387106,124079,263027,584039,527183.6,803.9,NA,NA,169.9,NA,NA,NA,8106.7,22232.2,53676.1,34289.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19386.5,NA,NA,NA,NA,NA,NA,NA,NA,27314,24218.9,9299.7,NA,NA,NA,NA,NA,NA,NA,NA,32792.2,NA,NA,NA,NA,142260.1,58059.9,NA,NA,NA,NA,84200.1,NA,NA,108401,79069.6,NA,NA,NA,13364.9,15966.5,NA,NA,69300.6,16942.5,52358.2,NA,NA,NA,NA,18322.5,3988.6,NA,NA,14333.9,NA,NA,10285.7,56855.4,9417.5,6843.3,40594.6,973.7,51533,17406.4,86468.3,76882.1,450301.5,"Northeast",1,0,0,91912,6893574,597771
"Maryland",2020,48.0908395529465,38,1459180,0,0,0,0,27404,23.744,1154,0,0,0,570,14886,33709,10,1.04,10,157471,0,0,47229,13467,232114,1212643,0,6292,6292,7227,13519,4787,3620521,2687534,932987,11036,921951,16486,3604035,3042342,6608,2963,10677,241852,119096,90864,320156,194910,45637,175181,188924,368739,31210,224333,104007,434177,73517,204950,204541,561693,178453,49116,334124,98440,235684,422726.4,334038.8,985.8,NA,NA,285.2,NA,NA,NA,7355.7,19428,25422.8,11422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14000.8,NA,NA,NA,NA,NA,NA,NA,NA,18270.3,21336.6,7884.4,NA,NA,NA,NA,NA,NA,NA,NA,16257.2,NA,NA,NA,NA,97222.3,24816.6,NA,NA,NA,NA,72405.6,NA,NA,60027.4,42914.6,NA,NA,NA,4461.4,12651.4,NA,NA,37583.7,6636.4,30947.3,NA,NA,NA,NA,12817.9,2640.9,NA,NA,10177,NA,NA,9161.6,88687.6,45211.4,10599.1,32877.1,1271,39606.9,15240.1,41680,46121.8,287916.9,"South",1,0.111111111111111,0,99215,6055802,116573
"Maine",2020,13.5022626003292,49,1718854,48,9,48,9,0,0,0,0,0,0,72,27707,49968,0,0,0,0,0,0,132947,1176,132947,365101,0,80389,80389,2543,82932,21013,813207,612542,200665,6956,193709,10385,802822,698369,14106,810,1835,57523,54756,21217,93498,23518,8748,35778,37695,48440,13018,41233,21942,116052,18754,50236,39210,104453,16963,4858,82632,26112,56520,66196,57112.8,813.5,NA,NA,18.3,NA,NA,NA,1204.5,2619.6,6234.7,3237.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2997.1,NA,NA,NA,NA,NA,NA,NA,NA,3610.4,5503.5,1212.4,NA,NA,NA,NA,NA,NA,NA,NA,1195.5,NA,NA,NA,NA,14322.1,4386.8,NA,NA,NA,NA,9935.2,NA,NA,7281.9,3901.9,NA,NA,NA,1416.1,1963.9,NA,NA,8831.3,1063.1,7768.2,NA,NA,NA,NA,2891.8,463.6,NA,NA,2428.2,NA,NA,1373.3,9083.2,2361,624.6,6097.6,831.8,9113.9,2416.8,7430.1,9686.1,47426.7,"Northeast",0,0,0.5,66667,1350141,NA
"Michigan",2020,136.777358916717,59,3543100,1161,214,43096,7595,0,0,0,5.691,41935,7381,5193,15031,82542,69854,1.076,64911,316732,23885,4197,225022,3230,635494,2610581,0,80059,80059,19325,99384,59087,5388167,4121786,1266381,41113,1225268,61190,5326977,4737097,16962,11566,21073,277422,581256,177779,531590,229441,64501,275218,263721,408085,79078,330771,91843,653308,89325,323780,310378,589880,54171,18003,517706,176392,341314,515928.3,460693.8,2992.9,NA,NA,1397.4,NA,NA,NA,10251.9,22477.4,92229.8,70942.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21287.7,NA,NA,NA,NA,NA,NA,NA,NA,33791.6,32419.5,13397.9,NA,NA,NA,NA,NA,NA,NA,NA,13702.2,NA,NA,NA,NA,97206.5,30225.7,NA,NA,NA,NA,66980.8,NA,NA,67610.9,39808.2,NA,NA,NA,11700.2,16102.5,NA,NA,48439.8,3950.3,44489.5,NA,NA,NA,NA,13755.1,2451.9,NA,NA,11303.3,NA,NA,11020.7,55234.4,8421.7,1720.5,45092.2,4390.3,66211.2,23649.8,105932.1,119097.5,341596.3,"North Central",0,0.411764705882353,0,67399,9966555,209427
"Minnesota",2020,78.3821796150309,168,29357835,10721,1973,165730,29257,0,0,0,0,155009,27284,1075,8789,129433,0,0,0,153260,0,0,351983,15774,505243,1731499,0,48121,48121,8699,56820,103795,3608149,2841652,766497,58827,707670,77539,3530610,3118783,14236,8372,12743,184964,323562,134234,340193,156622,51426,229238,152459,232376,92042,155514,83380,504557,73799,188602,180464,411827,33326,19850,358651,96261,262390,374351.8,337834.5,5884.2,NA,NA,2737.3,NA,NA,NA,5764,16183.6,50754.1,32590.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18163.4,NA,NA,NA,NA,NA,NA,NA,NA,26608,21073.6,10694.4,NA,NA,NA,NA,NA,NA,NA,NA,12265.2,NA,NA,NA,NA,79549.9,35616.6,NA,NA,NA,NA,43933.3,NA,NA,48964.8,25670.5,NA,NA,NA,14099.7,9194.6,NA,NA,39720.6,3795.8,35924.9,NA,NA,NA,NA,10090.6,2627.6,NA,NA,7463,NA,NA,7544.1,36517.3,4676.8,1615.5,30225,8621.5,47681.6,16458.4,63019.4,75559.2,262275.2,"North Central",0,0.375,0,82431,5657342,77006
"Missouri",2020,108.702397759965,131,4677028,30077,5536,64724,11634,3432,21.62,159,5.691,34647,6098,352,16488,50264,1,1.023,1,80843,353,62,140007,4077,224636,1702136,0,20920,20920,4099,25019,29347,3693351,2858125,835226,86900,748326,96833,3596518,3135757,14378,7221,12259,203684,279613,129629,363760,160247,52267,210033,170296,227143,67399,192913,88436,450965,63736,241521,200257,460761,61388,36760,362613,101626,260987,321708.8,282710,3184.9,NA,NA,696.2,NA,NA,NA,5552,12995.9,37971.9,19769.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18202.8,NA,NA,NA,NA,NA,NA,NA,NA,21727.1,19910.7,9667.7,NA,NA,NA,NA,NA,NA,NA,NA,11627.9,NA,NA,NA,NA,63464.5,26903.1,NA,NA,NA,NA,36561.4,NA,NA,43423.7,23488.5,NA,NA,NA,9934.8,10000.4,NA,NA,34072.1,4190.9,29881.1,NA,NA,NA,NA,11033,2849.4,NA,NA,8183.6,NA,NA,7382.5,38998.8,8457.5,2814.4,27727,3881.1,41637.8,15219.7,49599.8,54848.9,227861.1,"North Central",1,0.75,1,65081,6151548,16857
"Mississippi",2020,63.1389997681584,116,2102663,3249,598,3249,598,26576,10.272,2587,5.691,0,0,958,0,4877,28956,1.029,28134,67569,80619,14166,64336,3919,268056,1037261,8927,54743,45817,1466,56210,0,1573592,1173932,399660,29638,370022,38004,1535588,1268110,14513,8672,8149,88037,145564,38194,168163,75751,13103,60039,56342,59130,13622,102724,22308,156663,18909,123537,94690,267478,26407,28662,212409,62829,149580,114200.6,93721,2061.5,NA,NA,512.7,NA,NA,NA,3654.5,4474.5,18264.8,10346.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7918.7,NA,NA,NA,NA,NA,NA,NA,NA,6061.8,9443.7,3957.4,NA,NA,NA,NA,NA,NA,NA,NA,2451.5,NA,NA,NA,NA,17912.3,5696.8,NA,NA,NA,NA,12215.5,NA,NA,8257.4,3711.8,NA,NA,NA,1472.4,3073.2,NA,NA,9652.4,832.3,8820.1,NA,NA,NA,NA,4403.9,420.1,NA,NA,3983.8,NA,NA,2612.7,20479.5,3815.7,2212.1,14451.8,2574.1,15505.5,7611.9,20716.3,25313.4,68407.6,"South",1,0.75,1,47242,2966786,NA
"Montana",2020,26.2256151746945,32,542585,0,0,0,0,469076,17.754,26422,5.691,0,0,337,94288,122051,42367,1.116,37963,0,108044,18985,137944,593,757430,429327,0,15399,15399,493,15893,26833,684333,486577,197756,22851,174905,29468,654865,559552,8164,9828,2971,52165,24820,19025,73481,22984,7851,29042,41800,41141,2718,26924,9088,78007,19897,54230,35416,95313,13682,7825,73806,26874,46932,51488.7,43895.1,2145.6,NA,NA,1516,NA,NA,NA,1208.3,3224.5,3124.1,1238.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1885.6,NA,NA,NA,NA,NA,NA,NA,NA,2790.9,3437.2,1975.5,NA,NA,NA,NA,NA,NA,NA,NA,1156.3,NA,NA,NA,NA,10407.9,2731.2,NA,NA,NA,NA,7676.7,NA,NA,4074.2,2689.9,NA,NA,NA,233.3,1150.9,NA,NA,5538.4,280,5258.4,NA,NA,NA,NA,2193.6,507.2,NA,NA,1686.4,NA,NA,1102.7,7593.7,1864.4,581.3,5148,3661.5,6228,3183.8,4280.4,10010.1,33885,"West",0,1,0.5,59390,1080577,2336
"North Carolina",2020,106.533771182477,85,176369306,159,29,159,29,0,0,0,0,0,0,967,69811,151586,0,0,0,441997,0,0,281143,76016,723140,2470897,25082,119589,94507,9808,129397,4792,6055314,4646007,1409307,38696,1370611,63847,5991467,5140971,25092,6314,15637,388800,475434,200113,602868,256378,89864,312943,295607,402627,90907,409383,134357,581000,115864,401330,336453,850496,77356,123425,649715,211992,437723,586136.2,507051,3603.8,NA,NA,434.7,NA,NA,NA,9004.4,23623,98755.4,43982.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54772.7,NA,NA,NA,NA,NA,NA,NA,NA,34703,31789.1,13216.6,NA,NA,NA,NA,NA,NA,NA,NA,20341.3,NA,NA,NA,NA,124551.5,55497.2,NA,NA,NA,NA,69054.3,NA,NA,72353.7,39058.9,NA,NA,NA,13901.8,19393.1,NA,NA,46071.9,7585.2,38486.7,NA,NA,NA,NA,17069,3295.6,NA,NA,13773.4,NA,NA,11533.5,79085.1,11748.4,12673.7,54663,4038.5,66492.1,22221,119096.7,126416.9,380634.1,"South",0,0.7857143,1,63252,10600823,611044
"North Dakota",2020,54.251280292474,18,686913,10767,1982,80535,14262,364262,13.778,26438,5.691,69767,12280,978,21497,142096,1211327,1.373,882443,0,2474953,434889,224409,12,4274952,625886,0,784,784,995,1779,119610,560682,431522,129160,22971,106189,30308,530374,442739,5047,19682,3458,34925,26921,24429,55131,25109,6558,28235,26364,23107,4372,17152,6240,69113,8608,32749,25539,87635,9497,12252,65886,23445,42441,54032.9,47324.1,3212.1,NA,NA,3886.3,NA,NA,NA,1468.9,3182.9,4045.8,2349.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1696.1,NA,NA,NA,NA,NA,NA,NA,NA,4493.6,3128.9,2423.6,NA,NA,NA,NA,NA,NA,NA,NA,1419.4,NA,NA,NA,NA,9636.1,2861.4,NA,NA,NA,NA,6774.7,NA,NA,3210,1860.2,NA,NA,NA,511.2,838.6,NA,NA,4922,209,4713,NA,NA,NA,NA,1317.8,165.8,NA,NA,1152,NA,NA,976.7,6708.8,798.8,964.2,4945.8,7098.3,7622.5,3892.5,5465.2,14327.1,32997,"North Central",1,1,1,67109,765309,NA
"Nebraska",2020,46.5092726305239,93,9134015,0,0,243518,42863,0,0,0,5.691,243518,42863,1212,12195,94055,375,1.067,351,64621,9527,1674,342292,679,416814,863654,0,2764,2764,1955,4719,79969,1305987,1013516,292471,37864,254607,52944,1253043,1080865,11288,2388,1260,81030,101325,42805,126971,68394,18752,88521,55429,66761,22353,64277,22934,143173,22013,74127,67064,172178,17452,12605,142121,34673,107448,128808.7,112654.6,6731,NA,NA,159.9,NA,NA,NA,2936.6,3787.1,13541,5826.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7714.4,NA,NA,NA,NA,NA,NA,NA,NA,8007.9,6886.4,8535.8,NA,NA,NA,NA,NA,NA,NA,NA,4015.4,NA,NA,NA,NA,29977.8,16589.7,NA,NA,NA,NA,13388.1,NA,NA,11863.8,5630.6,NA,NA,NA,2752.5,3480.8,NA,NA,10760.8,1025.3,9735.5,NA,NA,NA,NA,2949.7,511.2,NA,NA,2438.5,NA,NA,2501.3,16154.2,2203.2,1087.3,12863.7,6890.9,14894.3,11472.5,17556.4,24219,88435.6,"North Central",1,1,1,75622,1937552,NA
"New Hampshire",2020,12.4472056438363,33,996776,318,59,318,59,0,0,0,0,0,0,29,10776,16893,0,0,0,103012,0,0,45710,1484,148723,295548,0,24914,24914,3584,28499,4605,858502,654255,204247,3849,200398,5110,853392,763087,2821,1285,2215,55384,71860,30383,106058,23755,14319,44405,42126,64877,9933,45844,31845,100646,19922,53324,42085,90305,8305,4346,77654,23614,54040,85109.3,76123.6,179.8,NA,NA,49.1,NA,NA,NA,1435.6,2880.1,9681.5,7531.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2150.2,NA,NA,NA,NA,NA,NA,NA,NA,5379.2,5817.7,1186.9,NA,NA,NA,NA,NA,NA,NA,NA,3515.2,NA,NA,NA,NA,19430.3,7571.6,NA,NA,NA,NA,11858.7,NA,NA,11404.9,6913.5,NA,NA,NA,1427.8,3063.6,NA,NA,10041.5,2029.1,8012.3,NA,NA,NA,NA,3277.3,697.6,NA,NA,2579.7,NA,NA,1844.5,8985.7,1541.7,761.5,6682.5,228.9,11196.9,2622.6,13196.7,12790.5,63333.1,"Northeast",1,0,0,93045,1366275,NA
"New Jersey",2020,83.8237942245427,10,428543,0,0,0,0,0,0,0,0,0,0,466,135,36005,0,0,0,279201,0,0,51878,35229,331078,1893854,0,3090,3090,12782,15872,176,5319600,3922444,1397156,8818,1388338,15676,5303924,4714902,6426,2873,15433,256120,253689,225352,501151,332310,86963,369715,359623,459518,96128,332657,128865,637572,100358,276136,274013,589022,50672,25636,512714,139644,373070,619061.1,553590.5,970.8,NA,NA,267.7,NA,NA,NA,10066.2,24038,53287.6,17493.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35794.3,NA,NA,NA,NA,NA,NA,NA,NA,51928.7,37691.5,20825.9,NA,NA,NA,NA,NA,NA,NA,NA,29051.8,NA,NA,NA,NA,136296.4,41434.5,NA,NA,NA,NA,94861.9,NA,NA,104803.7,60362.8,NA,NA,NA,20982.1,23458.8,NA,NA,57633.9,7617.7,50016.2,NA,NA,NA,NA,15442,3927,NA,NA,11515,NA,NA,11286.3,65470.6,7584.2,2792.7,55093.7,1238.6,89620.2,30892,82339.4,78564.1,475026.4,"Northeast",0,0.1538462,0,89543,8882371,796070
