"New Mexico",2020,45.2135590129815,19,48503359,0,0,0,0,191349,18.67,10249,5.691,0,0,835,1778,84743,2277937,1.169,1948168,0,2107958,370402,96447,18752,4673691,699738,0,11351,11351,353,11704,63378,1069680,833811,235869,21195,214674,28428,1041252,839465,5950,26135,4490,67308,32740,23703,106200,34367,12254,37322,41274,83380,6543,55379,14933,134834,21307,79280,52066,201787,30184,18007,153596,57469,96127,100310.1,75416,1247.5,NA,NA,6560.8,NA,NA,NA,1774.3,4161.3,4415.1,1953.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2461.2,NA,NA,NA,NA,NA,NA,NA,NA,3376.6,5963.4,2434.1,NA,NA,NA,NA,NA,NA,NA,NA,2374,NA,NA,NA,NA,17482.1,3515.2,NA,NA,NA,NA,13966.8,NA,NA,11506.3,7907.3,NA,NA,NA,632.8,2966.2,NA,NA,8224.7,580,7644.7,NA,NA,NA,NA,3709.3,569.8,NA,NA,3139.4,NA,NA,2186.5,24894.1,8016.4,4036.2,12841.5,7808.3,9340.1,4208.4,6789.1,16384.7,59031.4,"West",0,0,0,53283,2106319,87971
"Nevada",2020,36.2052310706298,4,53672,0,0,0,0,0,0,0,5.691,0,0,34893,16874,111902,12,1.038,12,0,1115,196,115274,57286,116402,710083,0,2559,2559,813,3372,2849,1770936,1317519,453417,2937,450480,5184,1765752,1588435,1935,18358,4525,115479,62281,42193,175398,123763,19251,97744,106898,106738,30905,126401,20163,154922,49675,244158,87648,177317,20983,19921,136413,36185,100228,172597.6,154335.3,293.2,NA,NA,3244.4,NA,NA,NA,2512.5,10171.9,8808.6,6532.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2276.3,NA,NA,NA,NA,NA,NA,NA,NA,7530.2,12659.5,7104.3,NA,NA,NA,NA,NA,NA,NA,NA,4818.8,NA,NA,NA,NA,39212.1,10922.7,NA,NA,NA,NA,28289.5,NA,NA,19068,8538.3,NA,NA,NA,4603.4,5926.3,NA,NA,11965.7,871.3,11094.3,NA,NA,NA,NA,23994.2,4000.6,NA,NA,19993.6,NA,NA,2951.9,18262.3,2790.7,1658.4,13813.2,3537.6,20189.7,9616.8,13627.4,22518.1,131817.2,"West",0,0.25,0,64020,3138259,448944
"New York",2020,143.376672865751,78,39346669,0,0,9962,1753,0,0,0,5.691,9962,1753,1185,259241,328916,10012,1.033,9692,401287,1565,275,426161,28821,839025,3354222,0,56956,56956,30327,87283,39669,11872381,8936714,2935667,30581,2905086,51330,11821051,10358132,14183,10299,39966,530471,433932,333576,971106,530624,309408,996593,738332,989122,161060,579231,453750,1753177,286083,595696,631523,1462919,120536,54981,1287402,244877,1042525,1699045,1516727,2510.2,NA,NA,628.4,NA,NA,NA,23820,48787.2,66643.8,33914.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32729,NA,NA,NA,NA,NA,NA,NA,NA,71117.9,71157.2,30045.8,NA,NA,NA,NA,NA,NA,NA,NA,155979.1,NA,NA,NA,NA,593416.7,350468.1,NA,NA,NA,NA,242948.5,NA,NA,216181.7,147772.5,NA,NA,NA,27460.9,40948.3,NA,NA,158767.6,35312,123455.6,NA,NA,NA,NA,47245.5,15901.2,NA,NA,31344.2,NA,NA,30426,182317.7,20719.2,5585.3,156013.2,3138.6,142275.1,53865.8,222623,118569.6,1398157,"Northeast",0,0.25,0,71865,19336776,336496
"Ohio",2020,185.631952982359,54,3038155,9219,1697,81513,14422,88255,24.607,3587,5.691,72295,12725,3435,3283,30594,2611802,1.098,2378902,190243,135554,23819,161090,3793,3186943,3404480,0,35686,35686,13297,48983,20083,6853595,5368638,1484957,70582,1414375,85018,6768577,5983870,15386,20174,19461,359364,682100,244757,654278,361289,80462,368669,292596,398812,148850,395810,136638,880766,123469,445147,355842,784707,81884,35583,667240,168288,498952,675037.3,600377.1,3412.4,NA,NA,6728.1,NA,NA,NA,11163.2,27195.9,106918.1,59394.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47523.9,NA,NA,NA,NA,NA,NA,NA,NA,41507.3,40764.7,19368.7,NA,NA,NA,NA,NA,NA,NA,NA,17938.3,NA,NA,NA,NA,148348.7,72035.5,NA,NA,NA,NA,76313.2,NA,NA,78782.3,36057,NA,NA,NA,22648.9,20076.3,NA,NA,65468.1,6012.1,59456,NA,NA,NA,NA,19042.2,5169,NA,NA,13873.2,NA,NA,13739.1,74660.2,12536.6,4444.2,57679.5,10140.4,82272,30532,124856.4,144254.4,456122.6,"North Central",1,0.75,0.5,63198,11693217,NA
"Oklahoma",2020,83.7294351468626,6,560909,4814,886,4814,886,16,20.36,1,5.691,0,0,24,25042,283986,3244434,1.164,2786366,0,977372,171740,323741,845,4545564,1579183,0,29058,29058,5884,34942,258075,2263126,1662294,600832,70610,530222,78763,2184363,1815949,11087,76471,9939,135237,140819,60877,222767,94537,24100,110673,92679,115507,25016,131560,29512,220425,33857,156118,124768,368414,51097,35465,281852,77577,204275,186581.4,153176.4,2363.1,NA,NA,11694.4,NA,NA,NA,3983.4,7240.8,17572.9,10197.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7375.5,NA,NA,NA,NA,NA,NA,NA,NA,9479.1,12143.5,11358.1,NA,NA,NA,NA,NA,NA,NA,NA,5759.3,NA,NA,NA,NA,28070.1,8441.1,NA,NA,NA,NA,19629,NA,NA,17873.7,8314.5,NA,NA,NA,3416.5,6142.6,NA,NA,15470.4,1067.7,14402.7,NA,NA,NA,NA,6067.1,1079.2,NA,NA,4987.9,NA,NA,4100.6,33405,6727.6,2903.1,23774.3,14057.5,21622.6,15341.4,23332.1,38871.2,114305.2,"South",1,0.8,1,54921,3980783,658
"Oregon",2020,37.4817295514972,55,25808865,1442,265,5929,1055,0,0,0,0,4487,790,2917,280040,373076,337,1.053,320,0,0,0,453528,13116,453865,982979,0,68864,68864,5659,74523,77003,2493784,1902097,591687,35023,556664,62499,2431285,2145096,32288,4552,5183,145910,200402,81511,249774,115456,41616,100321,122173,172247,51352,125742,48482,306908,55508,160907,124764,286189,29268,11269,245652,41558,204094,250458.5,218966.9,4440.3,NA,NA,197.5,NA,NA,NA,3136.2,12462.2,33442.8,27152.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6290.4,NA,NA,NA,NA,NA,NA,NA,NA,13408.3,13125.1,6394.9,NA,NA,NA,NA,NA,NA,NA,NA,9854.6,NA,NA,NA,NA,54744.4,11608.3,NA,NA,NA,NA,43136.1,NA,NA,31210.5,15155.9,NA,NA,NA,8949,7105.6,NA,NA,23258.6,2000.1,21258.4,NA,NA,NA,NA,8195.2,1420.8,NA,NA,6774.4,NA,NA,5096.3,31491.6,4646,673.8,26171.8,4637.8,26533.4,9531,43297.4,50542.8,168424.1,"West",0,0.2,0,80443,4241507,308613
"Pennsylvania",2020,193.239353150192,50,2136747,3709,683,16714,2972,908798,25.018,36326,5.691,13006,2289,2162,23445,65641,7563593,1.058,7148295,799036,31483,5532,189149,7151,9492059,3412995,0,73021,73021,33772,106794,32883,7413333,5832095,1581238,48532,1532706,65730,7347603,6591249,18035,35484,24712,383989,566615,224533,703611,403638,100757,435445,327320,521012,138340,367011,299792,1111585,138999,398673,391698,756354,101442,31973,622939,189056,433883,780176.1,703321.6,2872.5,NA,NA,10155.3,NA,NA,NA,12799.2,34903,89208.7,43027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46181.7,NA,NA,NA,NA,NA,NA,NA,NA,43209.5,40512.6,27349.7,NA,NA,NA,NA,NA,NA,NA,NA,50325.3,NA,NA,NA,NA,153995.7,54415.4,NA,NA,NA,NA,99580.3,NA,NA,103988.8,59524.3,NA,NA,NA,23896.7,20567.8,NA,NA,96878,18991.8,77886.3,NA,NA,NA,NA,20915.7,5723.9,NA,NA,15191.8,NA,NA,16207.7,76854.4,15959.6,3291.7,57603.1,13027.7,83722,40148.9,139534,137139.5,566182.2,"Northeast",0,0.5263158,0.5,74094,12783254,186550
"Rhode Island",2020,9.82637385572027,14,635939,557,103,557,103,0,0,0,0,0,0,57,31,6346,0,0,0,0,0,0,11420,4375,11420,175780,0,1591,1591,2925,4516,1884,615726,475074,140652,933,139719,1396,614330,541032,NA,NA,1743,31879,39630,16692,53423,22280,6887,39373,31231,42683,13769,34938,32148,84490,13525,42551,31398,73298,11534,7287,54477,23516,30961,60224.7,51742.3,NA,NA,NA,NA,NA,NA,NA,953.2,2598.4,4889,3311.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1577.1,NA,NA,NA,NA,NA,NA,NA,NA,3315,3483.8,890.4,NA,NA,NA,NA,NA,NA,NA,NA,1403.5,NA,NA,NA,NA,14818.6,6587.3,NA,NA,NA,NA,8231.3,NA,NA,7686.7,3784.3,NA,NA,NA,1994.4,1908,NA,NA,7980.3,1964.1,6016.1,NA,NA,NA,NA,2401.2,383.8,NA,NA,2017.3,NA,NA,1194.2,8482.3,1865.1,1085.8,5531.5,128.2,6798.7,1843.6,6292.6,7615.6,44126.7,"Northeast",0,0,0,83918,1057125,NA
"South Carolina",2020,63.4994527857016,86,145497267,0,0,0,0,0,0,0,0,0,0,648,33888,52929,0,0,0,571711,0,0,160701,18393,732412,1533340,8821,103690,94870,4081,107772,0,2825222,2159636,665586,21096,644490,26763,2798459,2391096,12351,4302,11944,170283,254654,81053,301574,116061,31920,127570,142047,162488,29188,216856,43913,240540,52273,221794,170285,407363,36723,48322,322318,97452,224866,241688.7,204002.5,972.4,NA,NA,289.5,NA,NA,NA,5655.1,12961.2,38705.3,23584.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15120.8,NA,NA,NA,NA,NA,NA,NA,NA,14619.4,16537.8,5118,NA,NA,NA,NA,NA,NA,NA,NA,7571.7,NA,NA,NA,NA,43315.1,11572.4,NA,NA,NA,NA,31742.6,NA,NA,26227.9,13710,NA,NA,NA,3067.1,9450.7,NA,NA,17139,1790,15349.1,NA,NA,NA,NA,9451.9,1152.1,NA,NA,8299.8,NA,NA,5438.4,37686.2,4927.7,4583.3,28175.2,1261.9,31157.2,10773.1,46277,52928.4,151074.2,"South",1,0.7142857,1,63159,5218040,1996699
"South Dakota",2020,14.9425092444635,26,6976448,0,0,157168,27664,0,0,0,5.691,157168,27664,1868,51152,101696,439,1.078,407,0,5958,1047,261997,38,268394,396626,0,2945,2945,187,3132,48639,606699,450634,156065,25630,130435,33262,573437,488125,6031,2119,2058,37041,45536,22472,64327,18286,6448,41493,28775,24275,5951,19128,9768,73044,11741,39522,30110,85312,11592,8294,65426,18437,46989,54852.1,48817.5,3734.8,NA,NA,91.9,NA,NA,NA,966.6,2308.4,5085,3474.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1610.3,NA,NA,NA,NA,NA,NA,NA,NA,3580.1,3725.4,1048.3,NA,NA,NA,NA,NA,NA,NA,NA,1414,NA,NA,NA,NA,15067.3,10178,NA,NA,NA,NA,4889.3,NA,NA,3368.3,1749.5,NA,NA,NA,764.9,853.9,NA,NA,5564.6,345.9,5218.7,NA,NA,NA,NA,1767,282.1,NA,NA,1484.9,NA,NA,1096,6034.6,1097.6,583.9,4353.1,3826.7,7305.6,2014.9,6499,11220.1,37597.5,"North Central",1,1,1,73467,892717,NA
"Tennessee",2020,83.3031919098366,37,1536871,4560,839,27471,4872,2377,25.871,92,5.691,22911,4033,213,118018,122230,2866,1.035,2770,383098,939,165,202041,3656,591321,2039089,1732,48046,46314,4294,52340,344,4121399,3074175,1047224,63905,983319,74491,4046908,3596151,11429,7038,4310,244548,350824,129981,411311,252406,56310,204665,178170,240341,56103,304351,83472,432512,89064,292496,246820,450757,52372,21119,377266,94303,282963,364485.9,322801.5,1318.8,NA,NA,588.2,NA,NA,NA,2330.9,15819,52655.9,31428.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21227.7,NA,NA,NA,NA,NA,NA,NA,NA,24605.8,25436.8,15081.3,NA,NA,NA,NA,NA,NA,NA,NA,11125,NA,NA,NA,NA,66415.7,22626,NA,NA,NA,NA,43789.8,NA,NA,43668.2,21915.8,NA,NA,NA,7234.1,14518.3,NA,NA,39220,4031.8,35188.2,NA,NA,NA,NA,15576,4084.3,NA,NA,11491.7,NA,NA,8959.9,41684.3,10394.8,1368.2,29921.4,1907,50042.6,17412.2,63780.9,70381.9,252419.6,"South",1,0.7777778,1,57542,6886834,NA
"Texas",2020,623.962743412984,60,39546994,27279,5021,58807,10570,262510,13.337,19682,5.691,31528,5549,2478,9469,912590,11464912,1.228,9336110,432703,10109771,1776449,1059236,89658,23329131,13480760,7955,62425,54470,25413,87839,810985,17706662,12734126,4972536,223654,4748882,277839,17428823,15343374,65500,338234,57708,1266854,951426,649181,1634613,937074,252865,1183307,840088,1275314,213418,1175012,285610,1716173,272679,1211931,1016387,2085449,215169,175061,1695219,382419,1312800,1759734,1559453,7137.9,NA,NA,89481.1,NA,NA,NA,30390.5,96126.7,231101.3,117639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113462.3,NA,NA,NA,NA,NA,NA,NA,NA,137833.8,100865,59363.9,NA,NA,NA,NA,NA,NA,NA,NA,64191.4,NA,NA,NA,NA,308491.7,119317.7,NA,NA,NA,NA,189174,NA,NA,222183.3,136051.7,NA,NA,NA,24822.7,61308.9,NA,NA,125064.6,13723.4,111341.2,NA,NA,NA,NA,52231.1,8486.9,NA,NA,43744.2,NA,NA,34990.9,200281.4,31762.5,16941,151577.9,96619,238698.8,89754.3,295292.7,423847,1135606,"South",1,0.6388889,1,71599,29360759,3153118
"Utah",2020,57.3780088293526,32,736194,0,0,0,0,296168,22.5,13163,5.691,0,0,4113,7165,45727,265927,1.099,241989,0,176142,30951,50836,27408,789072,829039,0,4011,4011,1097,5109,7041,2135409,1609961,525448,15668,509780,20925,2114484,1848195,4357,11800,4991,148450,146553,59689,214054,91972,44143,150810,127842,170995,33772,115536,72598,179386,43456,123570,104221,266289,39372,16949,209968,84941,125027,194985.8,170931.2,837.4,NA,NA,1902.9,NA,NA,NA,2526.8,13505.1,20205.4,13099.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7105.7,NA,NA,NA,NA,NA,NA,NA,NA,9698.9,13961.2,6125.3,NA,NA,NA,NA,NA,NA,NA,NA,10091,NA,NA,NA,NA,45984.8,18060.6,NA,NA,NA,NA,27924.2,NA,NA,21590.5,13473.8,NA,NA,NA,2490.7,5626,NA,NA,14024.3,3092.3,10932,NA,NA,NA,NA,5550.7,1117.9,NA,NA,4432.8,NA,NA,4926.8,24054.6,5620.8,1791.7,16642.1,2740.3,23660.1,8652.1,30296.4,36450.8,134480.4,"West",1,0.75,1,87915,3249879,551519
"Virginia",2020,98.1660473290193,32,2039514,310,57,495,90,251899,25.633,9827,5.691,184,32,1701,17811,33962,107908,1.049,102824,314722,28,5,147212,14450,821769,2273099,9398,94244,84845,18512,112755,0,5224997,4033051,1191946,37246,1154700,45466,5179531,4324822,13467,8517,11672,310670,248197,118522,487580,241143,80851,245628,245460,584709,86474,316220,105756,506819,98892,311383,302862,854709,206191,121155,527363,159151,368212,551760.3,450919.2,1342,NA,NA,1000.3,NA,NA,NA,8265,23577.4,44567,19126.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25440.5,NA,NA,NA,NA,NA,NA,NA,NA,23869.1,28431.6,13118,NA,NA,NA,NA,NA,NA,NA,NA,18884.7,NA,NA,NA,NA,112214,31154.3,NA,NA,NA,NA,81059.7,NA,NA,108249.7,73648.4,NA,NA,NA,14641.6,19959.6,NA,NA,39357.8,5402.8,33954.9,NA,NA,NA,NA,14802.2,2623.4,NA,NA,12178.8,NA,NA,13240.4,100841.1,35491.9,20614.1,44735.1,2342.3,52300.7,21383,63451.7,70486.6,380432.6,"South",0,0.3636364,0,86053,8590563,645364
"Vermont",2020,5.42012120264001,23,2405926,0,0,0,0,0,0,0,0,0,0,29,9911,16528,0,0,0,0,0,0,37481,3224,37481,125702,0,20237,20237,716,20953,3365,409390,300255,109135,6434,102701,9182,400208,345159,3415,1069,1528,27883,31722,9967,43039,9333,5425,15005,17027,28135,2378,18202,16891,57045,10625,26204,20266,55049,7375,3772,43902,15841,28061,32796.7,27901.7,351.6,NA,NA,110.3,NA,NA,NA,684.9,1124.3,2979.1,1866.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1112.3,NA,NA,NA,NA,NA,NA,NA,NA,1687.7,2558.3,486.4,NA,NA,NA,NA,NA,NA,NA,NA,888.4,NA,NA,NA,NA,6375.8,1935.4,NA,NA,NA,NA,4440.4,NA,NA,3636.3,2379.9,NA,NA,NA,335.3,921.2,NA,NA,4549.4,904.4,3645,NA,NA,NA,NA,1744.9,243,NA,NA,1501.9,NA,NA,724.3,4895,1123.6,197,3574.3,461.9,4246,1171.3,3867.5,4565.4,23336.3,"Northeast",1,0,0,70398,623347,16865
"Washington",2020,68.3722510018769,68,2509973,9606,1768,9606,1768,0,0,0,0,0,0,1136,670342,755489,0,0,0,98437,0,0,871240,2724,969677,1779399,0,98371,98371,7774,106145,81287,4436065,3494303,941762,31190,910572,87719,4348346,3705290,42345,6133,5875,273502,288996,141830,463139,204225,161319,183589,216262,339934,49325,212243,74718,491903,85795,250110,214047,643056,78615,67920,496521,156181,340340,618704.9,542659.2,8096.5,NA,NA,267.2,NA,NA,NA,5173.2,26667.1,60771.6,45370.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15401.4,NA,NA,NA,NA,NA,NA,NA,NA,29497.3,56470.6,14403.4,NA,NA,NA,NA,NA,NA,NA,NA,96769.6,NA,NA,NA,NA,112351.6,23792.7,NA,NA,NA,NA,88558.9,NA,NA,64850.9,41602.4,NA,NA,NA,6804.7,16443.8,NA,NA,39563.5,3123.4,36440,NA,NA,NA,NA,17254,2767.3,NA,NA,14486.7,NA,NA,10522.6,76045.7,13754,8414.1,53877.5,8363.8,85967.9,19576.6,157541.1,95802.5,446856.8,"West",0,0.3,0,85157,7693612,23954
"Wisconsin",2020,87.037383912266,101,9860324,4037,743,66475,11733,0,0,0,0,62437,10990,615,24457,42739,0,0,0,102032,0,0,200946,2197,302978,1708131,0,83180,83180,8551,91731,15470,3582636,2879755,702881,59075,643806,81697,3500939,3080329,NA,NA,8892,187931,474237,129547,358363,147600,52200,191544,138689,177014,68187,165352,66642,430040,63995,218332,180241,420610,30859,15910,373841,114402,259439,338678.4,302316.2,4516.6,NA,NA,996.3,NA,NA,NA,5565.6,14999.4,62326.5,35818.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26507.7,NA,NA,NA,NA,NA,NA,NA,NA,19998,19837.5,8789.1,NA,NA,NA,NA,NA,NA,NA,NA,12178.8,NA,NA,NA,NA,71454.9,29661.5,NA,NA,NA,NA,41793.5,NA,NA,32775.4,15474.3,NA,NA,NA,9273.9,8027.3,NA,NA,33057.8,3694.1,29363.6,NA,NA,NA,NA,8635.2,1938.2,NA,NA,6696.9,NA,NA,7185.1,36362.1,4442,871.8,31048.3,5512.9,39835.5,14354.8,74505.3,82838.9,219477.3,"North Central",0,0.6666667,0.5,70553,5832655,322516
"West Virginia",2020,76.9244779712639,44,1052654,0,0,0,0,1748361,25.948,67380,5.691,0,0,32,13967,30837,3121923,1.204,2592319,0,108465,19059,41440,188,5020189,803921,0,10354,10354,250,10604,16649,841019,677914,163105,21006,142099,22552,818467,669012,2867,23029,5201,42979,46942,20976,93865,28273,8966,26508,26925,38469,8535,42103,11414,126530,12989,59293,43148,149455,25490,8214,115751,50410,65341,73709.2,60812.8,344,NA,NA,4784.8,NA,NA,NA,2269.5,3545.1,7778.7,3597.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4181.5,NA,NA,NA,NA,NA,NA,NA,NA,3604,5357.6,1864.6,NA,NA,NA,NA,NA,NA,NA,NA,1442.1,NA,NA,NA,NA,10875.9,2746.9,NA,NA,NA,NA,8129,NA,NA,6231.6,3415.9,NA,NA,NA,816.6,1999.1,NA,NA,8771.6,453.8,8317.8,NA,NA,NA,NA,2433.3,379.4,NA,NA,2053.9,NA,NA,1510,12896.3,3759.9,413,8723.4,5128.8,8961.6,4134.1,9220.8,16452.6,44360.2,"South",1,1,0.5,54396,1784787,NA
"Wyoming",2020,55.6211834812767,11,229763,0,0,0,0,3822600,17.49,218556,5.691,0,0,663,9527,60120,1489916,1.141,1306368,0,507017,89091,64877,1566,5884410,504390,0,4757,4757,0,4757,48362,401871,280328,121543,10662,110881,14497,387374,313415,NA,20637,NA,29830,12102,8875,37959,15553,4250,25046,27005,18738,2042,13781,3922,30508,7678,31992,17495,73959,7806,6383,59770,15078,44692,36241.5,29637.3,585.9,NA,NA,4099.5,NA,NA,NA,1066.6,2274.1,2112.5,558.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1554,NA,NA,NA,NA,NA,NA,NA,NA,1437.7,2242.4,3465.3,NA,NA,NA,NA,NA,NA,NA,NA,627.8,NA,NA,NA,NA,5743.1,1076.5,NA,NA,NA,NA,4666.7,NA,NA,2003.1,1335.6,NA,NA,NA,104.9,562.6,NA,NA,1894.8,128.7,1766.2,NA,NA,NA,NA,1484.4,273.5,NA,NA,1210.9,NA,NA,600.2,6604.2,1002.6,471.1,5130.4,4685.4,3680.1,4531.8,2740.2,9071.9,20565.4,"West",1,1,1,68506,582328,NA
